"title","duration","copyright_date"
"MESS","00:03:17","4/29/2010"
"MISSING PERSON REPORT","00:05:05","1/7/2005"
"MR. OPERATOR","00:03:46","10/23/2008"
"NO LOVE NO MORE","00:04:52","1/7/2005"
"NOIZE","00:04:38","4/29/2010"
"NONCHALANT","00:03:45","1/7/2005"
"NOT FAIR","00:04:17","1/7/2005"
"PULLIN ON HER HAIR","00:03:44","7/15/2010"
"RIDE IT","00:04:04","10/26/2004"
"SELF MADE","00:03:49","6/11/2009"
"SEX","00:04:10","1/7/2005"
"SIMMER, SIMMER","00:03:49","1/7/2005"
"STILL","00:04:02","1/7/2005"
"WATERFALL","00:04:11","4/29/2010"
"WHEN WE MAKE LOVE","00:05:05","10/23/2008"
"FREEK-A-LEEK","0:3:55","5/4/2004"
"DAYDREAMIN'","0:5:00","8/25/2008"
"long ago","",""
"I AM","",""
"I AM","",""
"9 digits (one in a billion)","",""
"JUST LOVE","00:04:19","5/13/2008"
"ALL WE NEED IS TIME","00:04:48","2/14/2012"
"MURDERGRAM","",""
"EveryDay","",""
"WHERE ARE YOU","",""
"DAMN IF I LET IT BE","",""
"ME AND YOU","",""
"CAN T STOP","",""
"HATE ON ME","",""
"HERE I STAND","",""
"ALL I","",""
"MY LOVE","",""
"N.R.G.","",""
"STYROFOAM CUP","",""
"POSTED UP","",""
"POLLUTION","",""
"FEELING ME","",""
"SURGERY","",""
"GREATER","",""
"RIGHT HERE","",""
"Dawn 2 Dusk","",""
"Take This Hand","",""
"Your Eyes","",""
"Cold Winter","",""
"YOUR THE ONE","",""
"ALL IS A JOKE","",""
"ANONYMOUS","",""
"WHERE CAN WE GO FEAT. DEVIN THE DUDE","",""
"WHAT CHALL NIGGA'S WANT","",""
"WHAT BECOMES OF ME","",""
"WELCOME TO THE TERRORDOME","",""
"BELIEVE","",""
"WE WISH YOU A MERRY CHRISTMAS","",""
"BOLDLY GOING NOWHERE","",""
"BRAND NEW JONES","",""
"CADENCE","",""
"WAITIN IN LINE","",""
"CLUB MUSIC","",""
"COUNTING HUNDREDS","",""
"COVERED","",""
"The Wire","",""
"DON T LET IT FALL","",""
"DON'T BLINK","",""
"SURFWISE","",""
"DOOM S GATE","",""
"Sunday Mornin' Singin'","",""
"EVERY DAY","",""
"EVERYTHING GOD HAS FOR ME","",""
"EVERYTHING I AM","",""
"FANATIC","",""
"SNAP","",""
"SMASH ON THE FIRST NIGHT","",""
"SKY  THE","",""
"SHOW ME WHAT YOU GOT","",""
"SHOCK","",""
"FUCK YOU MEAN","",""
"Sex Machine","",""
"RID'IN WIT ME","",""
"GANGSTA","",""
"GENESIS","",""
"REJOICE","",""
"GET EM","",""
"REACH OUT","",""
"GET WITH YOU","",""
"GO CRAZY","",""
"PROOF IS IN THE PUDDIN'","",""
"GOT'S TO BE REAL","",""
"GRINDING","",""
"PLAYA FEAT. NOCKO","",""
"HALF PAST DEAD","",""
"HARK THE HERALD ANGELS SI","",""
"HOOD SCRIPTURES","",""
"NO GRATER LOVE","",""
"LEAVE WIT ME","",""
"MOVING CLOSER","",""
"JING A LING","",""
"MOST WANTED IN MALIBU","",""
"MIDNIGHT RIDER THEME OPENING","",""
"I GIVE YOU MY PRAISE","",""
"MAIN EVENT, THE","",""
"I NEVER THOUGHT","",""
"KEEP THE FAITH","",""
"I JUST CAN T LIVE","",""
"I CAME TO SEE","",""
"I LIVE","",""
"HYDRO LUV","",""
"I LL SING A SONG","",""
"I WANNA FUCK YOU","",""
"JANSPORT STRINGS","",""
"STRONG MAN","",""
"JOHN","",""
"EVERYBODY GET UP","",""
"DON'T YOU GIVE UP","",""
"POWER","",""
"BRING YOUR PRAISE","",""
"REASONS TO PRAISE","",""
"MAKE A LITTLE ROOM","",""
"I'D RATHER HAVE A LOVE","",""
"I KNOW A MAN","00:06:34","3/19/2013"
"AH HA","00:03:59","5/31/2011"
"BLACK AND BLUE","00:03:46","5/31/2011"
"BLEED OUT","00:03:59","5/31/2011"
"CHRISTMAS NIGHT","00:05:11","5/11/2011"
"CONTROL","",""
"FIXAH MY SOUL","00:03:28","5/31/2011"
"FLYING","00:05:36","6/19/2008"
"GONNA WIN","00:03:25","5/31/2011"
"HEY","00:03:13","5/11/2011"
"IHYFI","00:04:23","5/22/2012"
"LET'S ROLL","00:04:31","5/22/2012"
"WOLF","00:03:45","5/22/2012"
"IT WILL BE OK","00:05:38","5/31/2011"
"LALA","00:04:20","5/31/2011"
"LOVE AGAIN","00:04:04","5/22/2012"
"LIKE THAT","00:04:33","7/8/2012"
"MAKE UP SEX","00:03:58","5/31/2011"
"OH LORD","00:03:30","5/31/2011"
"PETER PAN","00:02:39","5/31/2011"
"REIN IN THE NIGHT","00:06:15","5/31/2011"
"RIGHT HERE","00:04:19","5/31/2011"
"SEX MACHINE","00:03:26","5/31/2011"
"SOLDIER","00:05:40","5/22/2010"
"SPRING FLOWERS","00:02:55","5/31/2011"
"THE WAY I DO","00:04:20","5/31/2011"
"YOU BREAK MY HEART","00:03:45","9/29/2009"
"MERRY MERRY MERRY CHRISTMAS","00:03:01","12/9/2009"
"IT AIN'T OVER","00:04:18","5/31/2011"
"DON'T YOU LET EM'","00:03:49","3/3/2011"
"GOOD LUV'N","0:3:52","10/16/2012"
"WAITING CONTEMPLATING","",""
"WOMAN","0:4:27","01/15/2008"
"WAY YOU MOVE","0:4:54","10/5/2010"
"TRIPPIN","0:2:57","08/18/2009"
"EVERYTHING CHANGES","0:4:00","08/18/2009"
"LIGHTS GO OUT","03:34","05/13/2008"
"WORTH IT","0:03:39","10/5/2010"
"jiggle it","3:37","3/28/2006"
